CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93720,,"19,913","8,763","11,750","41,931","13,927","1,443,051","16,419","1,059,236","10,380","15,194","4,569","13,866","4,069","8,972","3,553","72,850",74,"3,708","18,591","1,892","27,538","4,025","109,537","2,208","19,154","2,523","31,176",259,"4,857","9,868","271,844","7,965","76,636","1,681","2,929","8,603","28,797","9,841","102,673","7,922","97,229","8,471","30,008","16,617","963,776","7,355","9,863",587,919,"3,844","5,296","1,203",613,"1,681","2,202","2,442","4,762","1,998","3,753","1,087","6,611","15,248","176,056","16,327","187,854","4,610","22,033","14,664","45,814"
93720,"$1 under $25,000",5949,857,3033,7746,1900,72155,4289,49330,1587,1680,855,1635,726,824,950,6895,24,703,-832,397,2438,760,6629,665,5286,239,455,22,85,664,11749,157,284,452,719,487,1281,651,2465,407,3996,436,679,2900,17466,862,327,**,**,154,54,47,18,864,1025,1670,3520,1418,2834,**,**,2368,1537,3114,2767,850,465,4514,7819
93720,"$25,000 under $50,000",3996,1173,2203,7846,2547,147597,3256,109085,1574,1664,643,1669,566,979,659,8351,**,542,-297,380,3803,809,14210,597,5512,671,4420,**,**,1322,23133,726,1321,549,708,1066,2708,1315,5118,969,8990,1035,2258,3790,76112,1679,1609,86,72,923,905,192,101,628,916,772,1242,580,919,**,**,3156,7937,3415,9478,809,1278,3162,7641
93720,"$50,000 under $75,000",3134,1463,1882,7068,2393,194821,2647,147930,1873,2098,714,1810,618,1065,525,6644,**,575,117,366,4688,781,21058,348,3110,598,7862,25,195,1884,36954,1448,4583,390,654,1628,4360,1879,10284,1501,15292,1557,3668,3106,120674,1455,2120,93,96,994,1532,215,101,152,217,0,0,0,0,29,58,2945,15252,3006,16583,767,1705,2355,7118
93720,"$75,000 under $100,000",2360,1565,1492,6211,2248,204475,2098,159071,1652,1425,624,1430,559,801,423,7082,**,482,46,258,3922,573,19990,276,2480,416,6856,23,248,1808,40559,1619,7386,157,397,1575,4473,1806,13031,1476,16905,1566,4551,2352,135555,1250,2246,106,158,888,1543,238,133,37,44,0,0,0,0,**,**,2315,18373,2328,19704,585,1750,1769,6288
93720,"$100,000 under $200,000",3549,2922,2373,10310,3802,478636,3280,377689,2852,3115,1230,3201,1124,2148,742,22436,28,948,3849,381,8592,922,38486,292,2469,492,9184,101,1812,3280,98928,3131,36225,111,368,3006,10565,3280,38865,2835,37915,3031,11416,3544,339223,1764,2534,236,336,885,1262,444,227,**,**,0,0,0,0,290,573,3539,57977,3540,61757,1136,5826,2404,10933
93720,"$200,000 or more",925,783,767,2750,1037,345367,849,216131,842,5212,503,4121,476,3155,254,21442,22,458,15708,110,4095,180,9164,30,297,107,2399,88,2517,910,60521,884,26837,22,83,841,5410,910,32910,734,14131,846,7436,925,274746,345,1027,66,257,0,0,67,33,0,0,0,0,0,0,768,5980,925,74980,924,77565,463,11009,460,6015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93721,,"1,417",256,874,"3,138","1,093","48,517","1,221","34,336",227,"1,000",80,325,68,132,243,"5,075",0,62,264,31,281,114,"1,909",176,"1,107",56,660,0,0,221,"5,563",156,"1,613",54,75,168,414,220,"2,203",150,"1,521",166,732,824,"26,725",319,293,0,0,204,169,27,16,492,648,455,"1,100",419,923,0,0,659,"5,030",796,"5,753",198,821,"1,198","3,620"
93721,"$1 under $25,000",907,88,568,1997,719,11888,757,9164,65,41,20,52,**,**,156,1548,0,**,**,**,**,47,413,124,758,27,116,0,0,31,459,**,**,32,21,23,36,30,61,20,194,**,**,331,1855,113,42,0,0,66,23,**,**,406,510,390,995,364,841,0,0,239,153,365,378,78,76,809,1930
93721,"$25,000 under $50,000",308,66,162,699,258,10911,283,9401,66,41,33,50,43,62,35,568,0,37,35,31,281,46,810,52,349,**,**,0,0,59,824,48,85,**,**,47,89,59,206,40,302,60,109,292,5665,134,122,0,0,97,80,27,16,86,138,65,105,55,82,0,0,224,597,233,692,58,114,249,653
93721,"$50,000 under $75,000",94,39,60,218,87,5601,88,4691,44,61,**,**,**,**,31,667,0,**,**,**,**,**,**,**,**,29,544,0,0,40,747,31,114,22,54,28,44,40,186,46,395,32,91,93,3599,49,90,0,0,41,66,**,**,**,**,0,0,0,0,0,0,88,472,90,514,35,110,70,210
93721,"$75,000 under $100,000",40,21,28,83,**,3417,35,2616,**,**,**,**,**,**,**,**,0,**,**,**,**,**,**,0,0,**,**,0,0,27,515,24,142,**,**,20,34,27,194,**,**,20,41,40,2473,**,**,0,0,**,**,**,**,0,0,0,0,0,0,0,0,40,376,40,438,**,**,29,81
93721,"$100,000 under $200,000",46,42,34,99,29,5785,58,8464,32,61,27,223,25,70,21,2292,0,25,229,**,**,21,686,**,**,**,**,0,0,43,1192,53,1272,**,**,50,211,43,510,44,630,54,491,46,4207,23,39,0,0,**,**,**,**,0,0,0,0,0,0,0,0,46,764,46,946,27,521,41,746
93721,"$200,000 or more",22,**,22,42,**,10915,**,**,20,796,**,**,**,**,**,**,0,**,**,**,**,**,**,0,0,**,**,0,0,21,1826,**,**,**,**,**,**,21,1046,**,**,**,**,22,8926,**,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2668,22,2785,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93722,,"29,712","11,171","16,903","70,316","27,532","1,279,320","25,925","1,025,111","9,536","9,086","2,268","4,929","1,950","3,018","4,707","54,675",91,"1,681","12,454","1,211","14,026","3,702","67,879","5,050","38,741","1,808","18,157",60,897,"9,833","210,683","7,493","35,764","2,011","3,257","8,911","20,547","9,808","63,692","8,788","92,589","7,748","18,860","21,900","705,973","11,155","13,809",513,552,"7,588","9,116","1,762",924,"7,347","9,539","9,019","21,677","8,000","18,639",291,"1,363","17,633","97,127","20,262","107,370","4,682","12,858","24,489","74,627"
93722,"$1 under $25,000",12608,2051,6891,24305,9064,165653,10117,121249,1614,970,422,624,354,301,2214,19596,29,323,-69,270,1450,879,7441,2236,15316,198,301,**,**,802,11743,220,197,489,340,663,1543,788,2266,631,5706,483,645,5236,29382,1967,746,21,8,900,318,130,46,4454,5333,6231,16656,5743,14600,0,0,3734,2391,5589,5522,1227,1000,10873,28991
93722,"$25,000 under $50,000",8122,2803,4617,20309,8484,291547,7334,242331,2406,990,477,687,402,317,1147,14822,40,349,-39,313,2312,1002,14852,1441,12350,672,3700,27,212,2441,37831,1482,2260,843,995,2138,4169,2432,8211,2139,19157,1701,2635,7704,132986,4314,4263,145,108,3070,2927,572,308,2503,3705,2788,5021,2257,4039,**,**,5355,11939,5991,14703,1279,2101,6822,20211
93722,"$50,000 under $75,000",4397,2497,2494,11856,4689,269611,4104,230510,2323,999,475,725,418,433,633,6675,**,358,42,247,2970,771,14966,756,6275,449,5524,**,**,2668,49247,2176,5923,431,1211,2440,5063,2666,13255,2429,23348,2086,4184,4382,160556,2377,4010,147,146,1859,3002,402,206,360,469,0,0,0,0,29,35,4004,18238,4127,19671,910,1974,3482,10345
93722,"$75,000 under $100,000",2348,1869,1416,7062,2752,201999,2232,174593,1475,816,349,543,301,337,328,3653,**,257,182,177,2153,518,12039,370,2898,253,4138,**,**,1842,40445,1640,6803,173,458,1700,3808,1842,11874,1676,18398,1581,3832,2344,130364,1366,2628,88,90,1096,1935,328,182,30,32,0,0,0,0,**,**,2312,16168,2322,17088,527,1435,1817,6246
93722,"$100,000 under $200,000",2015,1765,1301,6161,2330,255873,1934,216786,1521,1251,443,869,379,458,338,6397,22,304,1014,175,4071,476,16043,247,1902,210,3804,33,685,1862,53111,1769,12919,75,253,1767,4822,1862,19091,1730,22294,1693,5306,2013,178645,1048,1679,112,200,663,934,330,182,**,**,0,0,0,0,107,152,2007,28831,2011,30240,620,2675,1393,6009
93722,"$200,000 or more",222,186,184,623,213,94637,204,39642,197,4060,102,1481,96,1172,47,3532,**,90,11324,29,1070,56,2538,**,**,26,690,**,**,218,18306,206,7662,**,**,203,1142,218,8995,183,3686,204,2258,221,74040,83,483,**,**,0,0,**,**,0,0,0,0,0,0,155,1176,221,19560,222,20146,119,3673,102,2825
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93723,,"3,371","1,596","2,237","7,955","2,861","196,497","2,796","139,803","1,566","2,456",491,"1,277",413,835,611,"11,087",185,391,"4,281",208,"2,590",534,"12,186",473,"3,795",346,"4,424",0,0,"1,515","41,190","1,138","7,545",326,573,"1,357","4,297","1,509","13,097","1,308","17,593","1,176","3,373","2,642","116,706","1,284","1,746",90,227,816,"1,058",193,108,597,789,705,"1,550",584,"1,223",80,401,"2,239","18,628","2,538","20,861",685,"3,630","2,603","9,431"
93723,"$1 under $25,000",1174,232,731,2060,647,15594,881,10715,263,303,99,248,79,106,224,2042,38,78,-88,43,298,129,1137,166,1156,45,76,0,0,141,2654,38,64,84,69,104,301,136,475,97,1126,82,144,515,2914,179,71,**,**,71,24,**,**,309,382,467,1127,409,947,**,**,382,237,566,565,148,113,950,2170
93723,"$25,000 under $50,000",844,334,549,2043,794,30814,701,23233,329,366,87,137,70,88,161,3143,47,67,243,31,244,115,2018,135,1190,95,576,0,0,306,5401,174,304,119,125,272,694,305,1206,259,2774,203,286,782,13690,394,366,23,31,256,232,48,24,234,356,238,423,175,276,**,**,569,1304,663,1846,178,355,663,1962
93723,"$50,000 under $75,000",483,290,337,1286,488,29632,428,23945,285,346,72,104,63,50,83,1125,26,58,-1,36,404,90,1965,80,811,66,913,0,0,313,6675,229,661,72,224,284,792,313,1812,281,3253,244,454,478,16714,255,419,36,61,196,302,45,24,54,51,0,0,0,0,**,**,435,1857,447,2106,113,321,369,1352
93723,"$75,000 under $100,000",378,292,248,1127,441,32594,349,27117,266,198,62,112,50,57,57,779,20,59,157,34,366,68,1746,51,362,52,935,0,0,299,7098,261,1175,51,155,268,780,299,2177,263,3333,241,568,376,20550,225,452,**,**,173,321,47,31,**,**,0,0,0,0,**,**,366,2519,372,2747,82,330,295,1155
93723,"$100,000 under $200,000",413,376,301,1250,453,54734,379,43094,345,550,130,197,115,158,86,3998,33,91,1141,64,1278,107,4045,41,276,65,1340,0,0,378,12400,365,2903,**,**,356,1289,378,4456,341,5607,335,987,412,37373,208,353,31,135,120,179,53,29,**,**,0,0,0,0,32,58,408,6045,411,6456,116,676,295,1604
93723,"$200,000 or more",79,72,71,189,38,33129,58,11699,78,693,41,479,36,376,**,**,21,38,2829,**,**,25,1275,**,**,23,584,0,0,78,6962,71,2438,**,**,73,441,78,2971,67,1500,71,934,79,25465,23,85,**,**,0,0,**,**,0,0,0,0,0,0,48,343,79,6666,79,7141,48,1835,31,1188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93725,,"9,020","2,957","5,718","23,758","10,091","280,513","7,974","215,114","1,739","1,906",411,"3,040",348,"2,576","1,166","13,358",242,318,"2,083",238,"1,998",833,"13,403","1,982","13,108",465,"4,718",0,0,"1,445","29,036","1,013","4,996",373,547,"1,202","2,571","1,438","8,839","1,180","11,760","1,047","2,555","5,472","127,763","2,990","2,884",76,79,"2,186","2,062",287,174,"3,752","5,108","3,704","9,842","3,413","8,875",55,361,"3,764","17,348","4,592","19,774",970,"4,605","7,887","24,914"
93725,"$1 under $25,000",5230,950,3276,12293,5050,71290,4460,55754,468,285,98,149,79,97,737,6086,65,68,-6,75,395,291,2340,1139,6451,60,97,0,0,171,2392,59,52,92,108,117,211,166,420,127,1082,89,137,1884,9606,825,289,**,**,525,185,37,10,2611,3230,2669,7855,2524,7121,**,**,1177,731,1846,1713,345,222,4727,13793
93725,"$25,000 under $50,000",2454,1038,1528,7377,3391,85407,2286,72282,549,266,73,275,61,155,253,2853,61,69,132,63,411,240,3138,594,4834,174,995,0,0,477,7315,291,415,162,159,403,728,475,1514,397,3367,307,451,2261,34137,1414,1288,49,35,1115,971,151,96,1035,1711,1035,1987,889,1754,0,0,1362,2748,1505,3315,279,459,2172,7237
93725,"$50,000 under $75,000",782,511,505,2432,1047,47296,727,39084,342,198,90,123,75,70,97,859,39,61,93,45,411,148,3380,171,1350,116,1495,0,0,380,7108,284,728,86,192,335,630,380,1728,325,3250,295,637,775,27260,463,781,**,**,369,593,57,42,106,167,0,0,0,0,25,47,682,2902,698,3144,162,363,619,1967
93725,"$75,000 under $100,000",297,240,198,931,363,25467,272,20722,184,183,46,77,38,46,36,342,23,35,316,23,412,92,2260,51,300,62,1063,0,0,193,4209,171,684,33,88,163,362,193,1205,163,1697,157,399,295,16743,161,314,27,44,124,229,22,14,**,**,0,0,0,0,**,**,287,2092,287,2254,83,241,213,769
93725,"$100,000 under $200,000",211,183,166,615,211,27110,191,20426,154,175,66,281,60,223,43,3218,54,55,511,32,369,62,2285,27,173,53,1068,0,0,181,5023,167,1341,**,**,155,429,181,1916,168,2364,159,531,211,19495,105,165,**,**,53,84,20,12,**,**,0,0,0,0,**,**,210,3172,210,3427,77,700,134,718
93725,"$200,000 or more",46,35,45,110,29,23943,38,6846,42,799,38,2135,35,1985,**,**,**,30,1037,**,**,**,**,0,0,**,**,0,0,43,2989,41,1776,**,**,29,211,43,2056,**,**,40,400,46,20522,22,47,**,**,0,0,**,**,0,0,0,0,0,0,30,314,46,5703,46,5921,24,2620,22,430
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93726,,"15,162","3,966","8,326","32,962","12,214","457,983","12,829","352,134","3,683","2,831","1,042","2,389",890,"1,455","1,887","16,762",20,725,544,770,"7,354","2,111","42,756","2,512","18,348","1,199","11,124",0,0,"2,836","49,341","1,993","6,480",724,"1,267","2,452","3,699","2,826","12,429","2,250","18,914","2,143","5,729","10,030","225,369","4,592","4,245",281,233,"2,777","2,763",450,252,"4,306","5,596","5,589","13,997","5,144","12,549",40,84,"7,825","27,531","9,119","30,480","1,884","2,989","12,940","36,214"
93726,"$1 under $25,000",8340,1110,4459,16260,5881,109410,6826,83480,1045,623,310,549,266,322,1197,9364,20,218,-160,247,1263,677,5835,1412,9105,140,199,0,0,369,5325,87,87,237,581,284,383,364,1147,238,1660,213,383,3414,18939,1333,470,20,9,606,193,74,25,3024,3608,4216,11415,3960,10273,**,**,2404,1545,3484,3024,595,291,7435,19921
93726,"$25,000 under $50,000",4247,1278,2307,10208,4155,149890,3779,123227,1142,702,293,478,243,260,368,3194,**,198,-76,220,1569,664,11341,729,6272,488,2750,0,0,958,14028,626,913,291,335,820,1149,954,2665,784,6169,683,1300,4050,72079,2121,1975,99,69,1439,1346,222,134,1170,1835,1373,2582,1184,2276,0,0,2971,6870,3159,7476,594,775,3635,10756
93726,"$50,000 under $75,000",1557,825,901,3910,1404,94217,1356,73788,787,563,200,481,171,255,169,1058,**,141,-7,139,1444,388,10340,239,1880,312,3898,0,0,797,13799,631,1751,147,237,697,1033,797,3320,641,5606,643,1624,1550,58810,714,1148,90,78,496,830,87,53,112,153,0,0,0,0,**,**,1438,7168,1463,7429,354,634,1199,3302
93726,"$75,000 under $100,000",636,445,406,1586,476,54567,545,39822,414,389,126,468,113,299,91,1173,**,82,181,88,1319,226,7704,91,785,153,2298,0,0,415,8553,370,1614,49,114,376,618,414,2491,345,3110,345,1208,634,37890,273,416,41,39,160,277,38,22,**,**,0,0,0,0,**,**,631,5292,631,5566,200,538,435,1307
93726,"$100,000 under $200,000",382,308,253,998,298,49899,323,31817,295,554,113,413,97,319,62,1973,**,86,606,76,1759,156,7536,41,306,106,1979,0,0,297,7636,279,2115,**,**,275,516,297,2806,242,2369,259,1214,382,37651,151,236,31,38,76,117,29,18,0,0,0,0,0,0,40,84,381,6656,382,6985,141,751,236,928
93726,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93727,,"25,512","8,834","14,428","60,977","23,710","1,014,608","22,172","788,566","7,895","8,081","1,982","7,934","1,696","5,558","3,542","38,610",133,"1,524","8,084","1,223","15,015","3,259","68,982","4,343","31,819","1,834","19,371",50,825,"7,412","166,179","5,449","24,912","1,670","2,642","6,688","16,262","7,384","47,184","6,374","70,555","5,592","16,620","17,898","536,305","9,153","10,666",521,683,"6,113","6,953","1,131",656,"7,260","9,568","8,350","21,064","7,611","18,754",221,"1,218","13,991","73,593","16,046","80,595","3,429","7,938","21,582","68,898"
93727,"$1 under $25,000",12055,1764,6596,24288,8926,158482,9913,121561,1588,1055,407,713,343,352,1781,14088,51,323,-181,302,1599,843,7439,2074,13168,231,399,20,117,701,10844,216,311,394,512,547,1096,691,2074,488,4622,384,596,4878,27138,1905,715,**,**,945,335,93,31,4691,5618,5992,16705,5632,15052,**,**,3359,2187,4877,4478,954,619,10633,30130
93727,"$25,000 under $50,000",6798,2348,3753,17545,7407,242391,6179,202606,2049,1175,421,803,354,471,778,8418,21,306,-52,278,2393,858,13555,1234,10181,640,3556,**,**,1896,30516,1116,1683,679,885,1647,3418,1882,6643,1607,14770,1266,2211,6386,108261,3596,3418,158,139,2531,2315,381,237,2189,3410,2358,4359,1979,3702,**,**,4400,9721,4840,11276,901,1250,5874,18670
93727,"$50,000 under $75,000",3316,1948,1951,9287,3765,203342,3045,168858,1789,1105,394,856,329,557,452,4170,28,289,161,241,2653,626,15319,568,4822,408,5289,**,**,2000,39232,1562,4165,385,700,1832,4055,1999,9902,1783,19078,1518,3370,3301,117802,1851,3096,142,169,1424,2274,274,158,337,477,0,0,0,0,24,27,2949,13062,3026,14063,663,1314,2651,8332
93727,"$75,000 under $100,000",1734,1371,1037,5156,1957,149543,1588,122627,1186,804,287,727,250,464,261,2880,**,224,290,181,2708,422,11973,285,2329,259,4188,**,**,1365,30833,1190,4718,144,337,1279,3113,1364,8903,1223,14246,1137,2932,1729,95896,967,1920,99,127,754,1370,203,127,43,63,0,0,0,0,**,**,1688,11902,1705,12582,374,1053,1356,4944
93727,"$100,000 under $200,000",1423,1256,935,4237,1524,180803,1296,140394,1111,1505,363,1446,317,893,219,4232,33,280,2548,182,3789,447,17547,182,1319,240,4568,30,708,1267,37663,1192,8444,68,208,1210,3448,1266,12830,1140,15648,1124,4330,1419,125937,751,1269,98,199,459,659,180,103,**,**,0,0,0,0,65,145,1411,20180,1414,21124,453,2096,967,4465
93727,"$200,000 or more",186,147,156,464,131,80047,151,32520,172,2437,110,3389,103,2821,51,4822,**,102,5318,39,1873,63,3149,**,**,56,1371,**,**,183,17091,173,5591,**,**,173,1132,182,6832,133,2191,163,3181,185,61271,83,248,24,49,0,0,**,**,0,0,0,0,0,0,132,1046,184,16541,184,17072,84,1606,101,2357
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93728,,"5,925","1,427","3,155","12,392","4,403","177,557","5,076","141,651","1,282","1,218",383,667,335,395,785,"7,321",0,264,553,196,"1,702",668,"12,560","1,105","7,957",343,"3,018",0,0,"1,040","17,518",792,"2,853",196,249,876,"1,402","1,037","4,815",837,"7,171",760,"1,635","3,943","90,388","1,582","1,364",98,89,955,858,135,72,"1,592","2,016","2,145","4,953","1,906","4,403",0,0,"3,205","11,682","3,645","12,933",774,"1,393","5,014","13,173"
93728,"$1 under $25,000",3264,441,1708,6442,2337,42948,2653,32333,336,182,109,145,90,65,467,3739,0,66,-45,64,367,226,1880,669,4400,39,80,0,0,142,1867,48,28,67,43,100,141,140,244,93,665,84,106,1352,8030,438,156,**,**,221,73,20,7,1154,1335,1631,4010,1477,3591,0,0,1025,710,1399,1274,287,181,2846,7090
93728,"$25,000 under $50,000",1718,494,899,3934,1519,60922,1576,51957,430,234,107,135,98,55,177,1522,0,66,86,62,474,223,3449,313,2588,148,752,0,0,330,4475,231,360,83,107,278,397,329,940,273,2120,220,357,1651,30815,792,720,40,26,527,480,76,44,413,644,514,943,429,812,0,0,1265,3117,1327,3395,237,329,1477,4025
93728,"$50,000 under $75,000",583,253,316,1192,329,35235,522,29032,287,133,76,171,68,101,72,451,0,57,63,50,637,111,3036,88,723,84,1027,0,0,290,4625,256,779,46,99,257,382,290,1295,248,1978,228,406,580,23515,205,279,28,29,129,190,39,21,25,37,0,0,0,0,0,0,557,3179,561,3294,122,285,460,1239
93728,"$75,000 under $100,000",209,129,126,476,134,17999,192,14122,121,165,45,47,39,22,36,526,0,39,56,**,**,55,1711,35,246,41,638,0,0,149,3026,137,646,**,**,126,203,149,933,117,1139,123,336,209,12604,89,124,30,34,51,81,**,**,**,**,0,0,0,0,0,0,207,1847,207,1962,61,172,148,468
93728,"$100,000 under $200,000",151,110,106,348,84,20453,133,14207,108,504,46,169,40,152,33,1083,0,36,393,20,224,53,2484,**,**,31,521,0,0,129,3525,120,1040,**,**,115,279,129,1403,106,1269,105,430,151,15424,58,85,**,**,27,34,**,**,0,0,0,0,0,0,0,0,151,2829,151,3008,67,426,83,351
93728,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,**,**,**,**,**,**,**,**,**,**,0,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,0,0,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93730,,"4,229","2,321","2,872","9,638","3,307","506,519","3,417","348,773","2,789","8,738","1,476","11,188","1,346","8,541",911,"32,474",36,"1,268","18,203",476,"10,273",887,"26,225",374,"3,358",602,"8,315",121,"3,017","2,741","107,651","2,297","31,662",388,653,"2,503","12,812","2,739","46,624","2,335","38,314","2,421","10,339","3,637","358,940","1,679","2,462",154,483,731,"1,025",346,195,229,292,297,507,246,390,633,"5,745","3,421","79,869","3,605","84,338","1,129","9,388","2,952","14,344"
93730,"$1 under $25,000",999,133,592,1096,225,10921,685,7886,345,502,216,399,193,202,146,1171,**,171,759,61,403,140,1138,84,820,56,106,**,**,143,3337,39,284,89,72,111,464,142,854,94,1216,99,164,478,2569,134,46,**,**,**,**,**,**,97,111,208,373,175,282,**,**,394,252,511,472,169,97,701,1111
93730,"$25,000 under $50,000",571,180,357,1075,316,21362,423,14577,279,431,127,396,115,259,126,1956,**,117,-77,68,643,129,2384,67,657,119,827,**,**,265,5767,142,361,112,131,225,769,264,1340,199,2347,216,452,519,10392,223,201,27,20,127,119,38,20,83,123,89,134,71,108,**,**,437,1089,482,1459,139,283,425,1148
93730,"$50,000 under $75,000",572,295,383,1293,422,36209,448,25622,402,779,174,601,153,358,135,1948,**,130,-73,78,942,157,4111,66,494,131,1877,**,**,399,8847,304,1055,91,147,351,1197,399,2538,326,3842,340,855,562,21246,267,396,**,**,180,278,43,22,49,58,0,0,0,0,**,**,521,2636,540,3036,139,320,430,1401
93730,"$75,000 under $100,000",489,327,323,1265,437,42490,410,31270,367,589,172,708,156,486,99,2070,0,145,104,69,1233,132,4316,54,500,103,1661,**,**,399,10015,353,1672,42,98,367,1371,399,3309,340,4321,344,1054,487,26927,270,465,20,24,188,316,45,26,**,**,0,0,0,0,**,**,479,3526,481,3899,124,442,363,1510
93730,"$100,000 under $200,000",1000,844,713,2927,1067,139007,890,104833,843,1681,424,1716,388,1128,240,8857,36,364,874,156,4260,241,9715,77,705,155,2913,51,802,939,32858,876,7570,54,205,882,4194,939,12476,845,13360,867,3218,993,95332,519,718,58,81,236,312,137,78,**,**,0,0,0,0,104,280,992,16305,993,17662,294,1571,703,3677
93730,"$200,000 or more",598,542,504,1982,840,256530,561,164585,553,4756,363,7368,341,6108,165,16472,**,341,16616,44,2792,88,4561,26,182,38,931,70,2215,596,46827,583,20720,**,**,567,4817,596,26107,531,13228,555,4596,598,202474,266,636,49,358,0,0,83,49,0,0,0,0,0,0,529,5465,598,56061,598,57810,264,6675,330,5497
